epoch,train_loss,train_err,test_err
0,2.3060569763183594,0.89992,0.8997
1,2.30046010017395,0.8979,0.8989
2,2.2995166778564453,0.89962,0.9
3,2.304344654083252,0.90038,0.9004
4,2.2996609210968018,0.89994,0.8999
5,2.303226947784424,0.89992,0.8999
6,2.314685821533203,0.9002,0.9001
7,2.3083481788635254,0.9003,0.9002
8,2.298645496368408,0.90036,0.9001
9,2.3221325874328613,0.89928,0.8994
10,2.296065330505371,0.8999,0.9002
11,2.2905447483062744,0.89934,0.8995
12,2.3021557331085205,0.90108,0.9008
13,2.3051486015319824,0.89862,0.8985
14,2.2990329265594482,0.896,0.8967
15,2.2937302589416504,0.89876,0.8998
16,2.308490037918091,0.89862,0.8993
17,2.2831952571868896,0.8951,0.8956
18,2.297074556350708,0.89998,0.9
19,2.3020691871643066,0.89758,0.899
20,2.294642686843872,0.89572,0.8972
21,2.3199009895324707,0.89104,0.8931
22,2.291104555130005,0.87964,0.8856
23,2.2998363971710205,0.88494,0.8865
24,2.2584168910980225,0.85538,0.8612
25,2.1389381885528564,0.86826,0.859
26,2.037630558013916,0.78224,0.7759
27,1.8218355178833008,0.72118,0.7026
28,1.7383344173431396,0.7313,0.7109
29,1.7303816080093384,0.63932,0.6242
30,1.5415891408920288,0.61128,0.5902
31,1.577012062072754,0.59962,0.5899
32,1.4070055484771729,0.55338,0.536
33,1.2815897464752197,0.5383,0.5194
34,1.0577921867370605,0.52968,0.5318
35,0.9782460927963257,0.43256,0.4305
36,1.1304645538330078,0.39008,0.3948
37,0.9081274271011353,0.37848,0.3878
38,1.0587042570114136,0.37272,0.3769
39,1.1001232862472534,0.37564,0.3961
40,0.828375518321991,0.31076,0.3255
41,0.7398256063461304,0.3189,0.3186
42,0.8427568674087524,0.3422,0.3414
43,0.6862190961837769,0.26646,0.2792
44,0.5804463028907776,0.35664,0.3728
45,0.5541426539421082,0.25144,0.273
46,0.558313250541687,0.24166,0.2572
47,0.7067636251449585,0.3154,0.3234
48,0.543185830116272,0.2431,0.2704
49,0.5402082204818726,0.18008,0.194
50,0.5101598501205444,0.19664,0.2169
51,0.41007041931152344,0.20152,0.2258
52,0.379164457321167,0.20888,0.2207
53,0.5131635665893555,0.19514,0.2144
54,0.402515172958374,0.18528,0.206
55,0.5741057991981506,0.16382,0.1958
56,0.41398048400878906,0.16744,0.1948
57,0.5111418962478638,0.16414,0.2002
58,0.3444342613220215,0.15592,0.1863
59,0.2202334851026535,0.15164,0.1839
60,0.5476406216621399,0.15268,0.1798
61,0.3538680672645569,0.17114,0.1993
62,0.359615296125412,0.2065,0.2335
63,0.33887654542922974,0.13414,0.1621
64,0.4471813142299652,0.14212,0.1666
65,0.22664304077625275,0.17256,0.207
66,0.22510644793510437,0.15018,0.1846
67,0.481253445148468,0.14336,0.178
68,0.49722355604171753,0.16548,0.1936
69,0.32613056898117065,0.12356,0.1583
70,0.2384587973356247,0.1191,0.16
71,0.32485899329185486,0.14568,0.2017
72,0.2907058596611023,0.11804,0.1446
73,0.253442645072937,0.1152,0.1531
74,0.340853750705719,0.14414,0.1879
75,0.1807364672422409,0.15524,0.1914
76,0.3055539131164551,0.1154,0.1516
77,0.2584654688835144,0.1436,0.183
78,0.2565024197101593,0.1631,0.1936
79,0.2750708758831024,0.1112,0.147
80,0.1493169665336609,0.09062,0.127
81,0.2520212233066559,0.13192,0.1598
82,0.13225004076957703,0.0347,0.0839
83,0.13414348661899567,0.02918,0.0813
84,0.16802978515625,0.02482,0.0805
85,0.07012809813022614,0.02356,0.0794
86,0.17899352312088013,0.02022,0.0781
87,0.13895779848098755,0.01854,0.0739
88,0.03984875977039337,0.0165,0.0762
89,0.08063173294067383,0.01496,0.0773
90,0.024162087589502335,0.0137,0.0731
91,0.07365670055150986,0.01226,0.075
92,0.069822296500206,0.01274,0.0765
93,0.03404249623417854,0.01174,0.0729
94,0.010137759149074554,0.01042,0.0769
95,0.037923555821180344,0.01008,0.0766
96,0.06530508399009705,0.008,0.0731
97,0.018375005573034286,0.00884,0.0763
98,0.07916566729545593,0.00874,0.0763
99,0.053548507392406464,0.00776,0.0772
100,0.010776901617646217,0.00584,0.0749
101,0.035878073424100876,0.00746,0.0777
102,0.03506071865558624,0.00706,0.0785
103,0.0033220064360648394,0.00506,0.0746
104,0.12084513902664185,0.00602,0.0758
105,0.01599668338894844,0.00596,0.0746
106,0.04845086485147476,0.00448,0.0752
107,0.016162892803549767,0.00464,0.076
108,0.005309774074703455,0.00442,0.076
109,0.014207035303115845,0.00474,0.0772
110,0.04762841388583183,0.00442,0.0771
111,0.004479105584323406,0.00498,0.0786
112,0.00255965325050056,0.0036,0.0743
113,0.015683460980653763,0.00442,0.0755
114,0.02275225892663002,0.00502,0.0762
115,0.017914963886141777,0.00738,0.0802
116,0.025165418162941933,0.00316,0.0757
117,0.030978519469499588,0.00362,0.077
118,0.007670048624277115,0.0053,0.0767
119,0.007725738920271397,0.00324,0.0753
120,0.005688756704330444,0.00212,0.0735
121,0.004145950078964233,0.00438,0.0785
122,0.09618909657001495,0.00394,0.0795
123,0.0025225388817489147,0.00144,0.0728
124,0.004798508249223232,0.00104,0.0731
125,0.004633538890630007,0.00114,0.0724
126,0.0019258770626038313,0.00092,0.0705
127,0.004995596129447222,0.00078,0.0717
128,0.0007823526975698769,0.0009,0.0705
129,0.003208999754860997,0.00078,0.0689
130,0.0005079327966086566,0.0009,0.069
131,0.007815076038241386,0.00064,0.0695
132,0.0013696436071768403,0.00054,0.0693
133,0.0006838597473688424,0.00054,0.069
134,0.03889515995979309,0.00054,0.0695
135,0.00031025405041873455,0.00054,0.0705
136,0.010989691130816936,0.00062,0.0705
137,0.0008433302864432335,0.00058,0.0697
138,0.004928665701299906,0.00048,0.0695
139,0.0092198820784688,0.00036,0.0703
140,0.0007407397497445345,0.00038,0.0712
141,0.025293592363595963,0.00044,0.0714
142,0.003349006175994873,0.00024,0.0708
143,0.0007487042457796633,0.00042,0.0704
144,0.00219985144212842,0.00032,0.0703
145,0.0015419370029121637,0.00052,0.0716
146,0.0028930981643497944,0.0004,0.0706
147,0.003656522836536169,0.0004,0.0712
148,0.0065288245677948,0.00034,0.0702
149,0.0036606106441468,0.00046,0.0704
150,0.0010149060981348157,0.00022,0.0704
151,0.0028685578145086765,0.00032,0.0701
152,0.0011813696473836899,0.00034,0.0702
153,0.0020138928666710854,0.00034,0.0695
154,0.008778892457485199,0.00032,0.0697
155,0.00564107671380043,0.00028,0.0696
156,0.0006915124249644578,0.00016,0.0696
157,0.0032639908604323864,0.00026,0.0692
158,0.005310975946485996,0.00024,0.0692
159,0.004472603555768728,0.00034,0.0693
160,0.0014969989424571395,0.00024,0.07
161,0.0019073858857154846,0.00026,0.0691
162,0.0009508030489087105,0.00032,0.0712
163,0.0010790828382596374,0.00042,0.0701
