epoch,train_loss,train_err,test_err
55,0.112385094165802,0.13024,0.1706
56,0.2774401903152466,0.1022,0.15
57,0.39297062158584595,0.10774,0.153
58,0.3682608902454376,0.07704,0.1207
59,0.22833260893821716,0.09144,0.1358
60,0.22790062427520752,0.09388,0.1388
61,0.12376689910888672,0.07578,0.1211
62,0.19694338738918304,0.09828,0.1476
63,0.26297107338905334,0.1004,0.1558
64,0.2532643675804138,0.10804,0.161
65,0.1829313337802887,0.07288,0.1257
66,0.26099416613578796,0.08176,0.128
67,0.31388425827026367,0.0738,0.1216
68,0.22177672386169434,0.07336,0.1235
69,0.10207982361316681,0.07626,0.1223
70,0.2869027256965637,0.085,0.1315
71,0.23919418454170227,0.10528,0.1509
72,0.4378577172756195,0.0849,0.1311
73,0.21925088763237,0.0915,0.1424
74,0.24578654766082764,0.07282,0.1208
75,0.12657567858695984,0.08652,0.137
76,0.10909030586481094,0.07442,0.1264
77,0.22040465474128723,0.09176,0.1442
78,0.24077212810516357,0.10912,0.1614
79,0.1833214908838272,0.13168,0.1737
80,0.2879564166069031,0.08476,0.1323
81,0.21991066634655,0.07506,0.1286
82,0.1671389639377594,0.02526,0.0869
83,0.1315315067768097,0.02162,0.0831
84,0.11515887826681137,0.0195,0.0803
85,0.1750449389219284,0.01744,0.0809
86,0.09770616143941879,0.01634,0.0765
87,0.11775709688663483,0.01482,0.0809
88,0.02693934738636017,0.01456,0.0795
89,0.07530391216278076,0.01248,0.08
90,0.04041531682014465,0.01148,0.0773
91,0.018800009042024612,0.01062,0.0778
92,0.05146413296461105,0.0107,0.0779
93,0.01765800081193447,0.00976,0.0785
94,0.06555740535259247,0.00882,0.0791
95,0.04596160352230072,0.00912,0.0786
96,0.026532074436545372,0.00826,0.0762
97,0.08488702774047852,0.0086,0.0779
98,0.03495577722787857,0.00664,0.0785
99,0.02166624926030636,0.0077,0.0795
100,0.042822424322366714,0.0065,0.0756
101,0.017432980239391327,0.00614,0.0759
102,0.02869192697107792,0.00634,0.0777
103,0.004344887100160122,0.00666,0.0762
104,0.014420250430703163,0.00548,0.0777
105,0.016832459717988968,0.0054,0.078
106,0.016905950382351875,0.0053,0.0775
107,0.03552136570215225,0.00526,0.0776
108,0.011854210868477821,0.00474,0.075
109,0.021132344380021095,0.0041,0.0772
110,0.009350240230560303,0.00454,0.076
111,0.03629814833402634,0.00502,0.079
112,0.007017935626208782,0.0047,0.0762
113,0.03700444474816322,0.00442,0.0765
114,0.05651996657252312,0.00386,0.0779
115,0.016275130212306976,0.00448,0.0781
116,0.015190075151622295,0.00392,0.0794
117,0.022637085989117622,0.00364,0.0758
118,0.012554476037621498,0.00298,0.0745
119,0.027384767308831215,0.00326,0.0792
120,0.017094507813453674,0.00408,0.0801
121,0.001995854079723358,0.00338,0.0776
122,0.01021253690123558,0.00346,0.078
123,0.0118084866553545,0.00272,0.0772
124,0.008985736407339573,0.00194,0.0773
125,0.030658429488539696,0.00222,0.0768
126,0.011408070102334023,0.0022,0.0757
127,0.014799985103309155,0.00186,0.077
128,0.009446633979678154,0.0016,0.0761
129,0.030353153124451637,0.00186,0.0761
130,0.002573884790763259,0.00186,0.0777
131,0.005926880054175854,0.0016,0.0763
132,0.006970102898776531,0.00162,0.0767
133,0.021869128569960594,0.00142,0.0771
134,0.017680760473012924,0.00152,0.0775
135,0.005381881259381771,0.00144,0.0753
136,0.007261485792696476,0.00132,0.0768
137,0.035141028463840485,0.00164,0.0764
138,0.02516193687915802,0.00146,0.0781
139,0.00604857224971056,0.00122,0.0777
140,0.006023331545293331,0.00164,0.0766
141,0.004075291566550732,0.00124,0.0763
142,0.008067273534834385,0.00168,0.0764
143,0.017160682007670403,0.00134,0.0765
144,0.010438239201903343,0.00106,0.0765
145,0.005102366209030151,0.00106,0.0767
146,0.001582328462973237,0.00122,0.0756
147,0.00256891711615026,0.00114,0.0752
148,0.0033516765106469393,0.0012,0.0757
149,0.003294143360108137,0.00112,0.0759
150,0.007347057573497295,0.00146,0.076
151,0.011164180003106594,0.00126,0.0757
152,0.004517112392932177,0.00118,0.0767
153,0.0029083285480737686,0.00098,0.0761
154,0.006533794105052948,0.00118,0.076
155,0.012904663570225239,0.00118,0.0766
156,0.004084042273461819,0.00112,0.076
157,0.005211298819631338,0.00106,0.0771
158,0.002142517128959298,0.0011,0.0769
159,0.021917665377259254,0.00094,0.0765
160,0.028002724051475525,0.00082,0.076
161,0.003290888387709856,0.00108,0.0762
162,0.005733035039156675,0.00102,0.0764
163,0.01095535047352314,0.00136,0.0771
