epoch,train_loss,train_err,test_err
0,1.5246120691299438,0.57746,0.5793
1,0.8534358143806458,0.41182,0.4192
2,0.9603368639945984,0.35892,0.369
3,0.814297080039978,0.25276,0.2687
4,0.8910027742385864,0.23172,0.2394
5,0.5508073568344116,0.2095,0.2308
6,0.5441029667854309,0.21746,0.2273
7,0.46156662702560425,0.18768,0.2098
8,0.5515846610069275,0.17678,0.1947
9,0.43498125672340393,0.2054,0.218
10,0.4027732014656067,0.166,0.1851
11,0.570967972278595,0.17588,0.1898
12,0.42244261503219604,0.14052,0.1691
13,0.23492249846458435,0.16028,0.1849
14,0.49619579315185547,0.1474,0.1784
15,0.43909066915512085,0.159,0.1825
16,0.4162135720252991,0.14324,0.1717
17,0.2441173493862152,0.10742,0.1393
18,0.37627628445625305,0.13802,0.1648
19,0.33100375533103943,0.12942,0.1538
20,0.35199296474456787,0.1211,0.157
21,0.2655814290046692,0.0969,0.137
22,0.14710310101509094,0.12656,0.1547
23,0.31044700741767883,0.09046,0.1324
24,0.2670682668685913,0.11146,0.1435
25,0.21591465175151825,0.09516,0.1383
26,0.24584630131721497,0.13592,0.1739
27,0.19706986844539642,0.0886,0.1257
28,0.34449779987335205,0.10716,0.1412
29,0.23236556351184845,0.10104,0.1429
30,0.2696153521537781,0.11518,0.1469
31,0.28005510568618774,0.10466,0.1482
32,0.2947055697441101,0.09576,0.14
33,0.3868659436702728,0.09576,0.1358
34,0.3101579546928406,0.13856,0.1778
35,0.15628232061862946,0.11672,0.1634
36,0.20138609409332275,0.08342,0.1276
37,0.19858093559741974,0.12542,0.1648
38,0.2788940668106079,0.09246,0.1272
39,0.3319112956523895,0.10366,0.1497
40,0.23217861354351044,0.08952,0.138
41,0.24779024720191956,0.09672,0.1379
42,0.23593983054161072,0.0962,0.137
43,0.20036983489990234,0.0803,0.1217
44,0.23915567994117737,0.08608,0.13
45,0.13317133486270905,0.1027,0.1504
46,0.11494932323694229,0.07364,0.1216
47,0.2430349588394165,0.09918,0.1419
48,0.14600683748722076,0.07392,0.1264
49,0.25449445843696594,0.09078,0.1358
50,0.15896561741828918,0.06978,0.1164
51,0.3325769901275635,0.06714,0.1113
52,0.19153207540512085,0.07548,0.1268
53,0.3997976779937744,0.08654,0.1414
54,0.3253026008605957,0.10312,0.1478
55,0.3864460587501526,0.06734,0.1159
56,0.3144182562828064,0.07076,0.1216
57,0.12812988460063934,0.0646,0.1142
58,0.27244821190834045,0.07528,0.1265
59,0.17423541843891144,0.07428,0.1188
60,0.16563914716243744,0.07308,0.1254
61,0.3298180103302002,0.07496,0.1237
62,0.1662323772907257,0.08074,0.1283
63,0.4032619893550873,0.08544,0.1348
64,0.16674135625362396,0.08894,0.1383
65,0.062035977840423584,0.08132,0.1252
66,0.3077980875968933,0.101,0.1514
67,0.33070310950279236,0.07936,0.1278
68,0.13337138295173645,0.0939,0.1434
69,0.11381836235523224,0.06878,0.1177
70,0.27713966369628906,0.06006,0.1109
71,0.3257468342781067,0.09166,0.1322
72,0.25892969965934753,0.07688,0.1249
73,0.1566784679889679,0.06918,0.1183
74,0.11762894690036774,0.07308,0.1229
75,0.3296201527118683,0.06778,0.1112
76,0.1590016782283783,0.07888,0.1292
77,0.2046610414981842,0.06468,0.1186
78,0.3131730258464813,0.07574,0.1272
79,0.1075342446565628,0.06344,0.1114
80,0.18069562315940857,0.0726,0.1204
81,0.16607481241226196,0.07478,0.1191
82,0.10730834305286407,0.01932,0.0773
83,0.12824584543704987,0.01514,0.0737
84,0.025863032788038254,0.01286,0.0742
85,0.05107755586504936,0.01242,0.0735
86,0.04109776392579079,0.00962,0.0719
87,0.0272067878395319,0.0085,0.0737
88,0.022291067987680435,0.00834,0.0736
89,0.03472273796796799,0.00666,0.0726
90,0.01509651355445385,0.00704,0.0721
91,0.025399276986718178,0.00646,0.072
92,0.02095148339867592,0.00562,0.0722
93,0.01104091014713049,0.00472,0.0721
94,0.08023852854967117,0.00488,0.0715
95,0.016742844134569168,0.0045,0.0726
96,0.05322771146893501,0.00362,0.0722
97,0.020979266613721848,0.00378,0.0717
98,0.013687318190932274,0.00368,0.0732
99,0.02653094008564949,0.00352,0.0746
100,0.0738658457994461,0.00392,0.0759
101,0.003567628562450409,0.00306,0.0719
102,0.007341065444052219,0.00312,0.0738
103,0.0034039043821394444,0.00258,0.0739
104,0.03020327351987362,0.0029,0.0738
105,0.014901640824973583,0.0031,0.074
106,0.016039423644542694,0.0028,0.0742
107,0.009310069493949413,0.0024,0.0743
108,0.025099903345108032,0.00268,0.0739
109,0.0016210594912990928,0.00246,0.0736
110,0.011755847372114658,0.00208,0.0746
111,0.0030237394385039806,0.002,0.0735
112,0.007983622141182423,0.00194,0.0735
113,0.012224994599819183,0.00192,0.0742
114,0.012540606781840324,0.00168,0.0729
115,0.008184852078557014,0.00152,0.0732
116,0.010089060291647911,0.00172,0.0721
117,0.013864944688975811,0.00172,0.0729
118,0.02621668577194214,0.00172,0.0742
119,0.008152717724442482,0.00162,0.0737
120,0.003996005281805992,0.0016,0.0748
121,0.0031141568906605244,0.00122,0.0741
122,0.005407575983554125,0.00132,0.0728
123,0.0039642611518502235,0.00116,0.0707
124,0.0027265148237347603,0.001,0.0703
125,0.002506309887394309,0.00116,0.0707
126,0.0028617731295526028,0.0011,0.0714
127,0.008224086835980415,0.0007,0.0706
128,0.0057976748794317245,0.00088,0.0707
129,0.0016847292426973581,0.0008,0.0711
130,0.0018757276702672243,0.00068,0.0706
131,0.004319849424064159,0.00066,0.0713
132,0.006295095197856426,0.00054,0.0703
133,0.008465791121125221,0.00066,0.0719
134,0.01196436956524849,0.00048,0.0705
135,0.0085389893501997,0.00066,0.0705
