epoch,train_loss,train_err,test_err
136,0.0028393366374075413,0.0006,0.0705
137,0.012999208644032478,0.00054,0.0705
138,0.008810563012957573,0.00074,0.0705
139,0.00970827043056488,0.00054,0.0719
140,0.008146005682647228,0.00064,0.0737
141,0.01007845252752304,0.00044,0.0715
142,0.01091424748301506,0.00062,0.0713
143,0.005996079184114933,0.00042,0.0716
144,0.011654442176222801,0.00036,0.0719
145,0.000654803472571075,0.00068,0.0716
146,0.006286750081926584,0.00052,0.0722
147,0.0032561670523136854,0.00038,0.0709
148,0.0012661117361858487,0.00064,0.0711
149,0.006720021367073059,0.0006,0.0715
150,0.004962634760886431,0.00054,0.0717
151,0.02474525198340416,0.00036,0.0717
152,0.0054741548374295235,0.00054,0.0726
153,0.0026234895922243595,0.00066,0.0713
154,0.0013877322198823094,0.00046,0.0707
155,0.021767456084489822,0.00038,0.0714
156,0.004234724678099155,0.00056,0.0716
157,0.001647984841838479,0.00046,0.0711
158,0.0028708314057439566,0.00032,0.0709
159,0.026431074365973473,0.00018,0.0719
160,0.007184664718806744,0.00044,0.0717
161,0.011165997013449669,0.00044,0.0719
162,0.001309110433794558,0.00046,0.0713
163,0.016789091750979424,0.00044,0.0701
